Year,ID,LaborStatus,OccupationalPrestigeScore,MaritalStatus,NumChildren,Age,HighestSchoolCompleted,Sex,Race,ChildhoodFamilyIncome,TotalFamilyIncome,RespondentIncome,PoliticalParty,OpinionOfIncome,SexualOrientation
2014,2428,Working fulltime,0,Married,2,30.000000,17,Male,White,Above average,$25000 or more,$25000 or more,Independent,Above average,Heterosexual or straight
2014,2429,Retired,0,Widowed,5,79.000000,12,Female,White,Far below average,Refused,Not applicable,"Ind,near dem",Below average,Not applicable
2014,2430,"Unempl, laid off",0,Separated,2,53.000000,10,Male,White,Average,$20000 - 24999,Not applicable,Not str democrat,Below average,Not applicable
2014,2431,Working fulltime,0,Divorced,4,48.000000,15,Female,White,Below average,$4000 to 4999,Not applicable,Independent,Below average,Not applicable
2014,2432,Retired,0,Divorced,2,69.000000,14,Male,White,Average,Refused,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,2433,Working parttime,0,Married,1,67.000000,20,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Far above average,Not applicable
2014,2434,Retired,0,Widowed,6,87.000000,9,Female,White,Average,$10000 - 14999,Not applicable,Strong democrat,Far below average,Not applicable
2014,2435,Working fulltime,0,Married,3,45.000000,19,Female,White,Below average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,2436,Retired,0,Married,5,81.000000,12,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,2437,Working fulltime,0,Married,2,57.000000,12,Male,White,Below average,Refused,Refused,Strong republican,Don't know,Not applicable
2014,2438,Retired,0,Married,6,72.000000,9,Female,White,Below average,Refused,Not applicable,Not str democrat,Below average,Not applicable
2014,2439,Working parttime,0,Married,1,29.000000,16,Female,White,Average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,2440,Keeping house,0,Married,2,48.000000,12,Female,White,Below average,$25000 or more,$15000 - 19999,Strong republican,Above average,Heterosexual or straight
2014,2441,Other,0,Never married,1,35.000000,11,Male,White,Average,$25000 or more,Not applicable,Independent,Below average,Not applicable
2014,2442,Working fulltime,0,Never married,0,23.000000,0,Male,Other,Below average,Don't know,$5000 to 5999,Independent,Don't know,Dont know
2014,2443,Working fulltime,0,Divorced,2,42.000000,14,Female,Black,Far below average,$20000 - 24999,$20000 - 24999,Strong democrat,Average,Heterosexual or straight
2014,2444,Working fulltime,0,Divorced,5,57.000000,10,Female,Black,Far below average,$20000 - 24999,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2445,Retired,0,Divorced,4,70.000000,11,Female,Black,Far below average,$8000 to 9999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2446,Keeping house,0,Never married,4,39.000000,12,Female,Black,Below average,$3000 to 3999,Not applicable,Strong democrat,Above average,Bisexual
2014,2447,Keeping house,0,Never married,2,31.000000,12,Female,Black,Above average,$10000 - 14999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2448,Keeping house,0,Never married,3,38.000000,11,Female,Other,Average,$10000 - 14999,$15000 - 19999,Independent,Average,Heterosexual or straight
2014,2449,Retired,0,Never married,5,56.000000,12,Female,Black,Far above average,$10000 - 14999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,2450,Retired,0,Widowed,0,87.000000,14,Female,White,Average,$15000 - 19999,Not applicable,Strong republican,Average,Not applicable
2014,2451,Keeping house,0,Married,3,34.000000,12,Female,Other,Below average,Don't know,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,2452,Working parttime,0,Divorced,3,62.000000,8,Female,Black,Below average,$15000 - 19999,$15000 - 19999,Strong democrat,Average,Heterosexual or straight
2014,2453,Working fulltime,0,Never married,NA,62.000000,0,Male,Other,Below average,$15000 - 19999,$15000 - 19999,"Ind,near dem",Average,Heterosexual or straight
2014,2454,Retired,0,Married,2,59.000000,10,Male,White,Far below average,$25000 or more,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,2455,Working fulltime,0,Married,3,62.000000,12,Female,Black,Below average,$25000 or more,$5000 to 5999,Strong democrat,Below average,Heterosexual or straight
2014,2456,Working fulltime,0,Married,0,52.000000,12,Female,Black,Average,$25000 or more,$25000 or more,Not str democrat,Far below average,Heterosexual or straight
2014,2457,Retired,0,Widowed,1,81.000000,4,Male,Black,Far below average,$20000 - 24999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2458,Retired,0,Widowed,2,84.000000,14,Male,White,Average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,2459,Working fulltime,0,Married,1,26.000000,13,Female,Black,Below average,$25000 or more,$25000 or more,"Ind,near dem",Average,"Gay, lesbian, or homosexual"
2014,2460,Working fulltime,0,Married,2,71.000000,14,Male,White,Below average,$25000 or more,$20000 - 24999,Not str republican,Average,Heterosexual or straight
2014,2461,Working parttime,0,Never married,2,37.000000,11,Female,Black,Below average,$25000 or more,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,2462,Working fulltime,0,Married,3,74.000000,12,Male,White,Below average,$25000 or more,$15000 - 19999,Strong republican,Below average,Heterosexual or straight
2014,2463,Working fulltime,0,Divorced,2,50.000000,12,Female,White,Below average,$20000 - 24999,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,2464,Working fulltime,0,Married,5,40.000000,16,Male,Black,Far above average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,2465,Retired,0,Widowed,2,66.000000,12,Female,White,Below average,$10000 - 14999,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,2466,Keeping house,0,Married,0,40.000000,14,Female,Black,Average,Don't know,Not applicable,Independent,Below average,Heterosexual or straight
2014,2467,Retired,0,Married,0,61.000000,16,Female,White,Average,$25000 or more,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,2468,Working parttime,0,Divorced,4,24.000000,10,Male,White,Below average,$1000 to 2999,$1000 to 2999,Not str democrat,Average,Heterosexual or straight
2014,2469,Working fulltime,0,Never married,1,20.000000,12,Male,Black,Below average,$25000 or more,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,2470,Working fulltime,0,Married,2,40.000000,14,Female,White,Below average,$25000 or more,$20000 - 24999,Not str republican,Average,Heterosexual or straight
2014,2471,Working fulltime,0,Divorced,2,56.000000,12,Male,White,Average,$25000 or more,$25000 or more,Strong republican,Don't know,Heterosexual or straight
2014,2472,Working fulltime,0,Divorced,3,64.000000,12,Male,Black,Far below average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,2473,Retired,0,Widowed,3,84.000000,10,Female,White,Below average,Don't know,Not applicable,Not str republican,Average,Heterosexual or straight
2014,2474,Keeping house,0,Divorced,5,38.000000,12,Male,Other,Above average,Refused,Refused,Strong republican,Average,Heterosexual or straight
2014,2475,Working fulltime,0,Separated,2,34.000000,9,Male,Other,Above average,$15000 - 19999,$10000 - 14999,Independent,Average,Heterosexual or straight
2014,2476,Working fulltime,0,Never married,4,35.000000,0,Female,Other,Below average,$7000 to 7999,$7000 to 7999,Independent,Below average,Heterosexual or straight
2014,2477,Retired,0,Married,3,65.000000,18,Female,Black,Below average,$25000 or more,Not applicable,Strong democrat,Average,Not applicable
2014,2478,Retired,0,Widowed,4,71.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,2479,Working fulltime,0,Divorced,2,38.000000,16,Female,White,Average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,2480,Working fulltime,0,Married,0,53.000000,14,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near dem",Above average,Heterosexual or straight
2014,2481,Retired,0,Divorced,2,64.000000,12,Male,Black,Below average,$8000 to 9999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,2482,Retired,0,Separated,5,72.000000,19,Female,Other,Far below average,Don't know,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2483,Working fulltime,0,Married,0,37.000000,18,Female,Black,Far below average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,2484,Keeping house,0,Married,6,28.000000,9,Female,Black,Above average,$20000 - 24999,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,2485,Working fulltime,0,Divorced,1,55.000000,11,Female,White,Below average,$25000 or more,$25000 or more,Not str republican,Below average,Heterosexual or straight
2014,2486,Keeping house,0,Divorced,3,48.000000,12,Female,White,Below average,$10000 - 14999,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2487,Working fulltime,0,Divorced,2,53.000000,13,Female,White,Above average,$20000 - 24999,$20000 - 24999,Strong republican,Below average,Heterosexual or straight
2014,2488,Working parttime,0,Married,3,45.000000,7,Male,White,Below average,$10000 - 14999,$10000 - 14999,Independent,Far below average,Not applicable
2014,2489,Working fulltime,0,Married,1,56.000000,13,Female,White,Below average,$25000 or more,$20000 - 24999,Strong republican,Average,Heterosexual or straight
2014,2490,Retired,0,Widowed,2,86.000000,14,Female,White,Below average,$25000 or more,Not applicable,"Ind,near rep",Average,No answer
2014,2491,Keeping house,0,Married,3,46.000000,9,Female,Black,Far below average,$1000 to 2999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,2492,Working fulltime,0,Never married,1,29.000000,11,Male,Black,Below average,$5000 to 5999,Not applicable,Strong democrat,Far below average,Heterosexual or straight
2014,2493,Working fulltime,0,Never married,1,26.000000,13,Female,Black,Average,$20000 - 24999,$25000 or more,Strong republican,Below average,Heterosexual or straight
2014,2494,Retired,0,Widowed,4,75.000000,12,Female,White,Below average,$20000 - 24999,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,2495,Working fulltime,0,Never married,3,46.000000,11,Female,Black,Far below average,$10000 - 14999,$10000 - 14999,Strong democrat,Average,Heterosexual or straight
2014,2496,Retired,0,Widowed,0,83.000000,11,Female,White,Below average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2497,Working parttime,0,Never married,0,25.000000,14,Female,White,Average,$15000 - 19999,$7000 to 7999,"Ind,near rep",Average,Heterosexual or straight
2014,2498,Temp not working,0,Separated,6,55.000000,14,Female,White,Average,$10000 - 14999,$10000 - 14999,Independent,Far below average,Heterosexual or straight
2014,2499,Working fulltime,0,Married,1,56.000000,12,Female,White,Below average,$25000 or more,$20000 - 24999,"Ind,near rep",Below average,Not applicable
2014,2500,Keeping house,0,Married,4,43.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,2501,Keeping house,0,Married,2,77.000000,12,Female,White,Below average,$25000 or more,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,2502,Keeping house,0,Married,3,37.000000,12,Female,White,Far below average,$25000 or more,Not applicable,Independent,Above average,Heterosexual or straight
2014,2503,Retired,0,Married,3,67.000000,12,Female,White,Below average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2504,Working fulltime,0,Married,3,43.000000,12,Male,White,Below average,$20000 - 24999,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,2505,Working fulltime,0,Divorced,1,53.000000,12,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Below average,Bisexual
2014,2506,Keeping house,0,Widowed,2,79.000000,12,Female,White,Below average,Refused,Not applicable,No answer,Average,Heterosexual or straight
2014,2507,Keeping house,0,Married,3,35.000000,12,Female,White,Average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,2508,Other,0,Divorced,3,58.000000,12,Female,White,Below average,$8000 to 9999,Not applicable,Not str democrat,Far below average,Heterosexual or straight
2014,2509,Retired,0,Married,2,67.000000,14,Female,White,Below average,$25000 or more,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,2510,Keeping house,0,Widowed,4,88.000000,12,Female,White,Average,$10000 - 14999,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,2511,Keeping house,0,Divorced,3,54.000000,11,Female,White,Average,$8000 to 9999,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,2512,Working fulltime,0,Never married,0,22.000000,10,Male,White,Far below average,Lt $1000,Lt $1000,No answer,Below average,Not applicable
2014,2513,Working fulltime,0,Married,5,41.000000,14,Female,White,Far above average,$25000 or more,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,2514,Working fulltime,0,Divorced,2,38.000000,12,Female,White,Average,$8000 to 9999,$3000 to 3999,Not str republican,Below average,Bisexual
2014,2515,Working fulltime,0,Widowed,1,46.000000,12,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,2516,Keeping house,0,Married,3,49.000000,12,Female,White,Average,$25000 or more,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,2517,Working fulltime,0,Never married,2,34.000000,16,Male,White,Below average,$25000 or more,$25000 or more,Independent,Below average,Heterosexual or straight
2014,2518,Keeping house,0,Married,2,54.000000,12,Female,White,Far below average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,2519,Working fulltime,0,Married,4,34.000000,14,Female,White,Below average,$25000 or more,$15000 - 19999,"Ind,near dem",Below average,Heterosexual or straight
